0.00944,0.012391,0.0132,0.010992,0.010766,0.007203,-0.012043,-0.008673,-0.013134,-0.012694,-0.010372,-0.007501,-0.011381,-0.010532,-0.006545,0.003655,-0.005265,-0.01408,-0.003954,0.015525,0.006822,0.002151,-0.012682,0.000528,0.00247,0.006424,0.017397,0.001603,-0.005355,0.004923,0.015883,0.000935,0.000352,-0.004674,0.003609,0.016968,0.017035,-0.003424,-0.003944,0.005481,0.000301,-0.00057,0.001244,0.003849,0.010127,0.016846,-0.010251,-0.003883,0.006165,0.000816,2
0.021815,0.014158,0.022039,0.018063,0.012534,0.014275,-0.008507,-0.008673,-0.009599,-0.009158,-0.006836,-0.005734,-0.009613,-0.010532,-0.004777,0.007191,-0.010569,-0.010545,-0.005722,0.008453,0.008589,0.000383,-0.010914,-0.001239,-0.002834,0.004656,-0.00028,-0.0037,-0.003587,0.001387,0.012348,-0.002601,0.000352,-0.002906,-0.003462,0.009897,-0.002411,-0.003424,-0.005712,0.001945,-0.001467,-0.00057,0.003012,0.000314,0.006592,0.004471,-0.008483,-0.000348,0.002629,0.002584,2
0.014744,0.017694,0.0132,0.016295,0.014302,0.012507,-0.029721,-0.02635,-0.021973,-0.021533,-0.015675,-0.014573,-0.027291,-0.029978,-0.013616,0.007191,-0.010569,-0.022919,-0.003954,-0.005689,0.012125,-0.003152,-0.017985,-0.001239,-0.002834,-0.005951,-0.00028,0.001603,-0.000051,-0.007452,-0.014169,0.00447,0.007424,0.002397,-0.014069,-0.020155,0.001125,0.001879,-0.014551,0.003713,0.002068,0.001197,0.003012,0.009152,0.00836,-0.016742,-0.00318,0.004955,-0.013281,0.006119,2
-0.029451,-0.030036,-0.025691,-0.031435,-0.022822,-0.019313,0.021545,0.023148,0.018686,0.020894,0.019681,0.01548,0.020439,0.023056,0.009365,-0.019326,0.008877,0.019508,0.010188,-0.007457,-0.01616,0.007454,0.012067,0.0076,0.009541,0.004656,-0.012655,0.001603,0.008788,0.003155,-0.00533,0.00447,-0.006719,0.004165,0.008912,-0.002477,-0.009482,0.007183,0.011966,-0.010429,0.003836,-0.009409,-0.007595,-0.001454,-0.011086,0.004471,0.010963,-0.005651,0.006165,-0.00272,8
0.018279,0.017694,0.006129,0.016295,0.007231,0.008971,-0.012043,-0.013976,-0.006063,-0.010926,-0.005068,-0.003966,-0.016684,-0.015835,-0.004777,0.00012,-0.003498,-0.015848,-0.002187,0.011989,0.008589,-0.006688,-0.017985,-0.006543,-0.008137,-0.005951,0.008559,-0.0037,-0.000051,-0.007452,0.01058,-0.002601,-0.006719,-0.001138,-0.006998,0.009897,0.002892,0.000112,-0.014551,0.000178,-0.003235,0.001197,-0.000524,0.002081,0.011895,0.006239,0.003891,0.004955,-0.004442,0.002584,1
0.012976,0.017694,0.018504,0.009224,0.010766,0.007203,-0.003204,-0.006905,-0.00076,-0.000319,-0.005068,-0.003966,-0.002542,0.000075,-0.004777,0.008959,-0.005265,0.00183,-0.002187,-0.002153,0.001518,0.005687,-0.000307,0.004064,0.013076,0.008192,-0.003816,0.006907,-0.003587,0.006691,0.007044,0.00447,0.005656,0.00063,0.003609,0.004594,-0.007714,-0.005192,0.003127,0.003713,0.002068,0.002965,0.001244,0.002081,0.003056,0.004471,-0.029696,-0.007419,0.004397,0.002584,3
0.00944,0.014158,0.011433,0.01276,0.010766,0.012507,-0.006739,-0.003369,-0.004295,-0.00739,-0.003301,-0.002198,-0.002542,-0.001693,-0.004777,0.008959,-0.005265,-0.003474,-0.003954,0.006686,0.006822,0.000383,-0.000307,-0.004775,-0.001066,-0.004183,0.006791,-0.000164,-0.003587,-0.007452,0.001741,-0.002601,0.005656,-0.002906,-0.00523,0.002826,0.006428,-0.001656,0.001359,0.003713,-0.001467,-0.002338,0.003012,-0.003222,0.003056,-0.004367,-0.022625,-0.005651,-0.006209,-0.000952,3
-0.00647,-0.007055,-0.009781,0.000385,-0.006912,0.000132,-0.004972,-0.003369,-0.002528,-0.002087,-0.006836,-0.003966,0.000994,0.00361,-0.001242,0.00012,0.001806,0.00183,0.004885,0.001382,-0.007321,0.005687,-0.000307,0.009367,0.007773,0.004656,0.003255,0.006907,0.00702,-0.000381,0.012348,0.008006,-0.006719,0.009469,0.001841,0.009897,-0.004179,0.001879,-0.002177,0.007249,0.010907,0.002965,0.001244,0.000314,-0.00755,0.006239,-0.01909,-0.003883,0.004397,0.000816,3
-0.016482,-0.020514,-0.012335,-0.019429,-0.008047,-0.012017,0.003664,0.006905,0.005598,0.006487,0.002772,0.00557,0.00392,0.004602,0.008478,-0.006257,0.00978,0.004889,0.005683,-0.01546,-0.007657,0.012244,0.009907,0.010791,0.007333,0.005811,-0.012244,0.011365,0.002064,0.005949,-0.017889,0.008735,-0.001127,0.004815,0.006622,-0.015227,-0.005609,0.007441,0.013318,-0.000205,0.011816,0.001817,-0.002732,-0.000879,-0.011979,-0.010348,0.001772,-0.003146,0.007541,0.001508,7
-0.002934,0.005319,-0.00271,0.002153,-0.003376,0.0019,0.003867,0.000166,0.001008,0.001448,-0.001533,-0.003966,-0.00431,-0.003461,0.002294,-0.001648,0.000038,-0.003474,-0.003954,-0.007457,0.003286,-0.019062,-0.003843,-0.015382,-0.011673,-0.014789,-0.005584,-0.012539,-0.012426,-0.00922,-0.010633,-0.013207,-0.006719,-0.009977,-0.006998,-0.013084,-0.002411,-0.012263,-0.003944,0.003713,-0.008538,0.001197,0.004779,0.005617,-0.000479,-0.009671,-0.008483,-0.002116,-0.006209,0.007887,4
0.026224,0.02925,0.026948,0.021326,0.017016,0.016362,-0.027801,-0.028154,-0.025946,-0.032113,-0.021631,-0.015239,-0.031235,-0.028847,-0.015888,0.011655,-0.01463,-0.023304,-0.009978,-0.020788,0.008341,-0.012043,-0.018281,-0.013499,-0.008256,-0.018481,-0.008857,-0.004302,-0.003007,-0.023674,-0.023037,0.000144,0.009643,0.001491,-0.021191,-0.02212,0.00302,-0.001112,-0.007747,0.003628,0.006754,0.00565,0.001132,0.002951,0.012831,-0.020613,0.005452,0.004229,-0.016745,0.007023,0
